



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
7065947;"Iglesia Tabernáculo de Alabanza";"";"";"";"Bus: 8, 113, 141 ";" Oficina : calle  Santa Amalia, 4";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c944f181df160410VgnVCM2000000c205a0aRCRD";"SANTA BEATRIZ";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28038";"NUMANCIA";"PUENTE DE VALLECAS";"443818";"4472791";"40.4019554775745";"-3.6633717452543557";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
7065918;"Iglesia Templo de Dios";"";"";"";"Bus: 118";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c70bf181df160410VgnVCM2000000c205a0aRCRD";"MARQUESA DE ARG&Uuml;ESO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28019";"OPAÑEL";"CARABANCHEL";"438677";"4471667";"40.391475542527616";"-3.7238429956192007";"";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
3752;"Mezquita Abu Bakr";"Pertenece a la Unión de Comunidades Islámicas de España";"";"Centro cultural, sala de exposiciones, escuela, gimnasio, centro para mujeres,  etc .";" Metro: Estrecho (línea 1)  Bus: 3, 64, 66, 124, 126, 128 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=11a71e79ee71c010VgnVCM1000000b205a0aRCRD";"ANASTASIO HERRERO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440662";"4478902";"40.45678681584004";"-3.7011324720320573";"915 714 040 ";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189958;"Testigos Cristianos de Jehová. Avda. Moratalaz";"";"";"";" Metro: Artilleros (línea 9), Vinateros (línea 9) 
 Bus: 20, 30, 32, 71, 100 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=daca6dd8f677f010VgnVCM2000000c205a0aRCRD";"MORATALAZ";"AVENIDA";"V";"143";"";"";"";"POSTERIOR";"MADRID";"MADRID";"28030";"MARROQUINA";"MORATALAZ";"445120";"4473353";"40.40710531270078";"-3.64807785428665";"914 377 284";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189351;"Testigos Cristianos de Jehová. Calle Andaluces";"";"";"";" Metro: Miguel Hernández (línea 1) 
 Bus: 54, 58, 103, 142, 143, 144 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2903784e0cc4f010VgnVCM2000000c205a0aRCRD";"ANDALUCES";"CALLE";"V";"30";"BAJO ";"";"";"POSTERIOR";"MADRID";"MADRID";"28038";"PALOMERAS SURESTE";"PUENTE DE VALLECAS";"446055";"4471405";"40.38961775074562";"-3.6368937881602945";"917 786 263";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189353;"Testigos Cristianos de Jehová. Calle Arroyo";"";"";"";" Metro: Ventilla (línea 9) 
 Bus: 42, 49, 177 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a823784e0cc4f010VgnVCM2000000c205a0aRCRD";"ARROYO";"CALLE";"V";"23";"BAJA";"";"";"";"MADRID";"MADRID";"28029";"VALDEACEDERAS";"TETUAN";"440555";"4480346";"40.46978728598973";"-3.7025298582429698";"913 140 296";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189354;"Testigos Cristianos de Jehová. Calle Artistas";"";"";"";" Metro: Cuatro Caminos (líneas 1, 2, 6) 
 Bus: 3, 37, 45, 64, 66, 124, 127, 128, 149, C1, C2, F ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0e33784e0cc4f010VgnVCM2000000c205a0aRCRD";"ARTISTAS";"CALLE";"V";"22";"BAJO";"";"";"";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440620";"4477848";"40.44728893529121";"-3.7015290370510474";"915 337 233";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
5713730;"Testigos Cristianos de Jehová. Calle Carrascales";"";"";"";" Bus: 6, 60, 78, 81 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13c13b49d7619210VgnVCM2000000c205a0aRCRD";"CARRASCALES";"CALLE";"V";"12";"BAJA";"";"DERECHA";"";"MADRID";"MADRID";"28026";"PRADOLONGO";"USERA";"439995";"4470553";"40.38152721787896";"-3.7082093955604063";"914 768 456";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189389;"Testigos Cristianos de Jehová. Calle Chantada";"";"";"";" Metro: Antonio Machado (línea 7) , Peñagrande (línea 7) 
 Bus: 42, 49, 126, 127, 128, 132, 137 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f493784e0cc4f010VgnVCM2000000c205a0aRCRD";"CHANTADA";"CALLE";"V";"43";"";"";"";"";"MADRID";"MADRID";"28035";"PEÑA GRANDE";"FUENCARRAL-EL PARDO";"439401";"4480707";"40.47295576678733";"-3.7161763610140874";"913 737 210";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189398;"Testigos Cristianos de Jehová. Calle Doctor Gómez Ulla";"";"";"";" Metro: Manuel Becerra (líneas 2, 6), Ventas (líneas 2, 5) 
 Bus:  1, 12, 21, 38, 43, 53, 56, 74, 106, 110, 143, 146, 156, 210, C1, C2 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=11c3784e0cc4f010VgnVCM2000000c205a0aRCRD";"DOCTOR GÓMEZ ULLA";"CALLE";"V";"16";"BAJA";"";"";"";"MADRID";"MADRID";"28028";"GUINDALERA";"SALAMANCA";"443490";"4475904";"40.4299768268144";"-3.667513892714285";"917 253 649";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189402;"Testigos Cristianos de Jehová. Calle Guamo";"";"";"";" Metro: Mar de Cristal (líneas 4, 8) 
 Bus: 72, 87, 104, 171, T11 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=dbe3784e0cc4f010VgnVCM2000000c205a0aRCRD";"GUAMO";"CALLE";"V";"2";"BAJA";"PUERTA 1";"";"";"MADRID";"MADRID";"28033";"PINAR DEL REY";"HORTALEZA";"446452";"4480594";"40.472423257425966";"-3.6329921848042237";"917 644 305";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189356;"Testigos Cristianos de Jehová. Calle Hilario Sangrador";"";"";"";" Metro: Alto de Extremadura (línea 6) 
 Bus: 31, 33, 36, 39, 65 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1673784e0cc4f010VgnVCM2000000c205a0aRCRD";"HILARIO SANGRADOR";"CALLE";"V";"8";"BAJA";"";"";"";"MADRID";"MADRID";"28011";"LUCERO";"LATINA";"437109";"4473511";"40.407960942737944";"-3.7424991074388743";"914 794 301";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189403;"Testigos Cristianos de Jehová. Calle Ignacio Ellacuría";"";"";"";" Metro: El Carmen (línea 5) 
 Bus: 106, 110, 146, 210 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3104784e0cc4f010VgnVCM2000000c205a0aRCRD";"IGNACIO ELLACURÍA";"CALLE";"V";"3";"";"7";"";"";"MADRID";"MADRID";"28017";"VENTAS";"CIUDAD LINEAL";"444417";"4475798";"40.42908450325943";"-3.6565765500624257";"913 613 801";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189404;"Testigos Cristianos de Jehová. Calle Jacobinia";"";"";"";" Metro: Carabanchel Alto (línea 11) 
 Bus: 34, 121, 131, 139 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9614784e0cc4f010VgnVCM2000000c205a0aRCRD";"JACOBINIA";"CALLE";"V";"70";"";"";"";"";"MADRID";"MADRID";"28047";"VISTA ALEGRE";"CARABANCHEL";"436119";"4470145";"40.377563130203534";"-3.7538276002522437";"914 622 474 / 619 561 797 ";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
5713929;"Testigos Cristianos de Jehová. Calle Las Pedroñeras";"";"";"";" Metro: Canillas (línea 4), Mar de Cristal (línea 4 y 9) 
 Bus: 73, 87, 104, 112, 120, 125, 171 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2ae45159bd619210VgnVCM2000000c205a0aRCRD";"LAS PEDRO&Ntilde;ERAS";"CALLE";"V";"46";"";"LOCAL";"";"";"MADRID";"MADRID";"28043";"CANILLAS";"HORTALEZA";"446626";"4480036";"40.46740772482656";"-3.630892617916542";"917 597 002";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
5713667;"Testigos Cristianos de Jehová. Calle Luis Ruiz";"";"";"";" Metro: García Noblejas (línea 7) 
 Bus: 28 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c9a65068d6619210VgnVCM2000000c205a0aRCRD";"LUIS RUIZ";"CALLE";"V";"75";"";"PUERTA 22";"";"";"MADRID";"MADRID";"28017";"PUEBLO NUEVO";"CIUDAD LINEAL";"446156";"4475668";"40.4280279977347";"-3.6360652956995043";"913 759 717";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189415;"Testigos Cristianos de Jehová. Calle Marcudos";"";"";"";" Metro: Usera (línea 6), Legazpi (línea 3 y 6), Almendrales (línea 3) 
 Bus: 6, 18, 22, 23, 47, 59, 76, 78, 79, 85, 86, 123, 247 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1c64784e0cc4f010VgnVCM2000000c205a0aRCRD";"MARCUDOS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28026";"MOSCARDO";"USERA";"440552";"4471326";"40.38853080646351";"-3.701720159931242";"917 921 135";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189957;"Testigos Cristianos de Jehová. Calle Martín de Vargas";"";"";"";" Metro: Embajadores (línea 3) 
 Bus: 6, 27, 34, 36, 41, 55, 59, 60, 62, 78, 85, 119, 148, E1 
 Renfe: Embajadores ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d0ea6dd8f677f010VgnVCM2000000c205a0aRCRD";"MARTIN DE VARGAS";"CALLE";"V";"26";"";"";"";"";"MADRID";"MADRID";"28005";"ACACIAS";"ARGANZUELA";"440563";"4472870";"40.40244073010048";"-3.701734952593744";"915 176 543";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189410;"Testigos Cristianos de Jehová. Calle Mineros";"";"";"";" Metro: Abrantes (línea 11) 
 Bus: 55, 81, 108, 118, 247 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=458e813cbcc4f010VgnVCM1000000b205a0aRCRD";"MINEROS";"CALLE";"V";"16";"BAJA";"";"";"";"MADRID";"MADRID";"28025";"ABRANTES";"CARABANCHEL";"438280";"4470713";"40.38284308026253";"-3.7284276551286495";"914 666 628";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189961;"Testigos Cristianos de Jehová. Calle Pérez Herrera";"";"";"";" Metro: Alfonso XIII (línea 4), Prosperidad (línea 4), Concha Espina (línea 9) 
 Bus: 9, 73 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c6fa6dd8f677f010VgnVCM2000000c205a0aRCRD";"PÉREZ HERRERA";"CALLE";"V";"2";"BAJA  NÚMERO 2";"";"";"";"MADRID";"MADRID";"28002";"CIUDAD JARDIN";"CHAMARTIN";"443071";"4477789";"40.44692921715811";"-3.6726225307291167";"914 169 439";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189966;"Testigos Cristianos de Jehová. Calle San Moisés";"";"";"";" Bus: 24, 57, 103, 111, 144 
 Renfe: Asamblea de Madrid, Enrevías ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e73b6dd8f677f010VgnVCM2000000c205a0aRCRD";"SAN MOISÉS";"CALLE";"V";"39";"BAJA";"";"";"";"MADRID";"MADRID";"28018";"SAN DIEGO";"PUENTE DE VALLECAS";"443614";"4470586";"40.382077738308396";"-3.665580023171385";"915 157 133";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189968;"Testigos Cristianos de Jehová. Calle Santa Ana Baja";"";"";"";" Metro: Fuencarral (línea 10) 
 Bus: 66, 137 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ed4b6dd8f677f010VgnVCM2000000c205a0aRCRD";"SANTA ANA BAJA";"CALLE";"V";"48";"BAJA";"PUERTA C";"";"";"MADRID";"MADRID";"28034";"VALVERDE";"FUENCARRAL-EL PARDO";"441578";"4483379";"40.4971824538909";"-3.6907430902200686";"917 348 698";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189973;"Testigos Cristianos de Jehová. Calle Sierra del Sabiñar";"";"";"";" Metro: Congosto (línea 1) 
 Bus: 103, 142 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cf8b6dd8f677f010VgnVCM2000000c205a0aRCRD";"SIERRA DE SABI&Ntilde;AR";"CALLE";"V";"4";"BAJA - LOCAL 3 C";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"447604";"4469623";"40.373663358093424";"-3.618497145778105";"913 325 001";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
189975;"Testigos Cristianos de Jehová. Calle Sierra Salvada";"";"";"";" Metro: Alto del Arenal, Buenos Aires (línea 1) 
 Bus: 10, 57, 58, 103, 143 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c5ab6dd8f677f010VgnVCM2000000c205a0aRCRD";"SIERRA SALVADA";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28038";"PORTAZGO";"PUENTE DE VALLECAS";"444988";"4471299";"40.38859291504203";"-3.649455601697871";"917 782 297";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 
5713689;"Testigos Cristianos de Jehová. Calle Tembleque";"";"";"";" Bus: 25, 121, 138 ";"";"0";"http://www.madrid.es/vgn-ext-templating/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0d24972577619210VgnVCM2000000c205a0aRCRD";"TEMBLEQUE";"CALLE";"V";"64";"BAJA";"";"";"";"MADRID";"MADRID";"28024";"ALUCHE";"LATINA";"435585";"4472105";"40.3951784294787";"-3.760316231056669";"915 188 149";"";"";"/contenido/entidadesYorganismos/TemplosOtrasReligiones"; 



